first_name,last_name,grade,gpa,gender,date_of_birth
nBAaY,TyHlsgBheQ,11,2.78,M,18/6/2010
qrJM,FV,2,1.33,M,7/2/2007
CQyQ,bzOpH,3,0.06,F,21/11/1999
zCxeowbV,wnDCRAH,6,2.65,M,16/7/2010
mLIrA,JZcoiRczI,1,0.61,M,15/8/2006
EjVm,qMuFb,9,2.95,M,28/2/2006
xjHm,UtTNmtHBJv,11,1.34,M,19/6/1995
sGLlGxyPsR,ezaj,3,3.82,F,8/8/2015
BHURRulG,ixCYbJksFf,4,1.24,F,21/5/2008
,123,20,abc,X,31/02/2020
sPTUVhpwJy,QBOp,2,1.66,M,21/10/2005
sAIZX,obtEeLcll,5,1.05,M,27/6/2003
gnyIvMKx,CQwfgFrRoq,1,2.57,M,22/4/1999
VtteVo,iKgNBr,6,1.71,M,17/4/2006
GZ,Cu,6,0.31,M,24/12/1996
fLIZOPs,BfqrLuiX,10,3.98,F,19/7/1999
YntCLvd,MY,6,0.86,M,26/12/2003
yH,mLSqsdswG,5,0.05,M,9/3/2003
HzOrUAU,KK,8,2.5,M,9/5/1995
,123,20,abc,X,31/02/2020
YfvgnKqH,oM,9,1.69,F,9/11/2007
ECO,fvouK,12,2.9,M,14/9/2004
LanjLxqUUk,heBDcfcIE,7,0.26,F,26/1/2014
XXYmmJHgQ,THICiV,6,3.43,M,8/12/2010
bZ,jwycEgXx,8,1.35,M,24/9/2004
TTpTUc,PPvMNNOpbP,7,2.25,M,15/7/2004
EzHIsbIe,ptxo,1,3.99,M,11/1/1995
fp,dEQuuNLr,5,1.99,F,10/5/2007
EsFRW,nEekZzixm,10,0.46,F,6/11/2012
,123,20,abc,X,31/02/2020
dWhhEOGDTv,iam,3,0.72,F,9/5/2008
NXiuu,CaAw,2,2.4,M,13/3/2011
ZCZOggqoEl,pwrGFqhZL,12,0.05,M,27/9/1998
gveLNaiOI,XaqPN,6,2.87,M,18/12/1996
Twx,Ygz,4,3.67,M,2/8/2014
JskoKE,WaHIXoB,5,3.93,M,24/4/2009
DqY,gp,7,3.56,F,16/11/2008
fRJVB,Ov,7,3.19,F,24/8/2008
Eujq,Xr,7,3.48,M,15/9/2000
,123,20,abc,X,31/02/2020
sV,dl,10,1.27,F,28/11/1997
QzGkr,byCfRjq,12,1.71,M,9/12/2003
oUh,Bl,9,3.69,F,24/5/2009
Zuivf,vLM,1,2.5,M,10/1/2013
BOdI,jwg,7,0.65,M,21/5/2015
PeFbfH,PeYQAh,5,1.19,M,22/8/2000
ofUZeX,xpkcrw,6,0.19,M,28/5/2015
op,NFtntMTTZ,12,1.05,F,5/8/1995
UrSsv,cpxos,4,2.77,F,3/1/2014
,123,20,abc,X,31/02/2020
ILscTj,BUe,9,2.4,M,13/6/1996
dVzxYUgE,DnipTu,8,3.12,F,11/5/2002
UXtNNPZVu,kFZuqFFugj,2,0.28,F,21/3/2011
tWbJbOuo,EMTGjCfT,12,0.67,F,18/1/2002
XilcxTDlGo,MxK,4,2.9,F,23/3/2014
MdIpM,vtHTEmo,10,1.8,M,28/6/1995
aoIs,Oh,4,1.92,F,19/9/2010
QYGJdcdMfS,vxC,7,1.55,M,3/7/1995
BGTb,Eu,7,3.65,F,4/12/2007
,123,20,abc,X,31/02/2020
GLqkFeqiX,ZmBztNLln,10,2.9,F,23/7/2005
OrJtd,MJMLmzINgp,7,2.85,F,7/8/2015
IKeXto,GcR,3,1.61,F,21/7/2005
ioUJQmjTwc,gvJi,3,0.05,F,3/2/2000
sGBqDxQPb,TEeLy,4,0.81,M,28/10/2006
tplGPd,RaxHNWc,6,1.38,M,26/1/2001
yBfuRajwyJ,FX,5,4.0,M,23/4/2011
LiLepj,HdIKbN,5,0.97,F,26/11/2004
juuL,ipyoNHGuB,2,1.87,F,6/6/1995
,123,20,abc,X,31/02/2020
nrHkOEA,BNObidghTm,5,3.05,M,20/1/2014
LzCH,YgkTZl,9,0.32,M,14/6/1997
Yrm,hzDZNymtD,7,1.58,M,4/12/1996
voWUpo,mHZaCMtK,6,2.65,F,22/6/2006
BPFpt,tIZJytJD,2,3.19,F,22/7/1998
LlEbNiV,NjvRVpV,5,2.68,F,12/7/2008
RgFXMjAq,lEQx,3,3.53,M,11/9/1995
SGIUGzbLBu,mtNrdADduI,9,1.59,M,23/11/2009
NwGro,GLQQ,5,0.44,F,25/3/2005
,123,20,abc,X,31/02/2020
PczcOGIH,aTJGYa,11,2.78,M,23/8/2000
Ue,PjIDYBaaQR,6,1.69,F,17/8/2001
sRSNaI,EVBOm,3,0.57,M,2/10/2008
VAQtu,QDSazlYZa,1,1.58,F,10/8/2005
kNHHrlT,ohoyJk,8,1.87,F,12/4/2012
rOEqhioi,BFNwMLDMS,5,1.58,M,20/11/2015
hwtkFlvy,vMFhTHSdz,3,0.35,F,1/11/1999
lQJi,HLsmn,3,0.68,F,23/7/2000
awunicJsV,mz,4,2.77,F,15/12/2015
,123,20,abc,X,31/02/2020
KRsOQMnd,HHmKlOTjw,2,0.54,M,25/1/1997
Uvv,FbK,7,0.07,M,6/1/2011
omaxHaE,kbEbj,12,2.92,F,23/3/2013
ipp,igDmjEuu,4,1.21,M,26/12/2004
GGUNhjrHzr,sjXIvIM,9,1.26,M,20/6/2015
NltIUJGW,HNfHaScHdU,2,1.43,F,28/10/1996
ZYNji,eHQXxsU,2,2.75,F,14/7/1995
Zt,FFPEkHtm,3,1.84,M,11/1/2015
ifSz,kDQ,2,1.19,F,7/6/2007
,123,20,abc,X,31/02/2020
GJPKX,Th,9,1.95,M,5/7/2009
lgZme,WNMUcmLI,2,3.02,M,24/11/1999
PAayKwUv,UPLsCgUcQf,5,1.47,F,18/6/2010
gRmghmt,ZhgI,11,1.34,F,24/9/2005
TArmFE,lSYHZ,6,0.62,M,25/7/2007
ueyjn,Qxuelvm,7,3.8,F,17/6/2010
NnPj,FDNQnQOel,11,1.44,M,19/5/2009
dzvrfLhII,SMUzjfdooO,11,3.26,F,27/12/2007
AOZMEZpX,KS,11,3.65,F,12/10/2008
,123,20,abc,X,31/02/2020
vO,SUXCd,3,3.58,F,7/1/2005
QdT,FafKeYGM,9,1.03,F,3/4/2004
EoJuem,MhUjuRmDj,3,1.74,M,15/6/2002
MwdFXS,DFO,2,2.86,F,28/5/2005
gUoQJYqPvY,VGMJHcTQTg,10,2.77,M,19/4/2014
fnEuKiqi,tFE,8,2.83,M,20/1/2015
UkyDjF,otbXTvtAn,11,3.92,F,25/5/2014
uzrVAyGgkN,Nww,2,0.94,F,16/3/2000
nKztGEF,cAyeS,4,2.42,F,16/3/1999
,123,20,abc,X,31/02/2020
opL,tqPuJ,1,3.22,F,12/11/2015
jDCZWWx,VNcvrzd,11,1.43,M,4/12/2000
qFNKwyePOM,cuMVSbWDlm,8,2.98,F,20/2/2004
Nj,RqoAbo,5,1.06,F,27/8/1995
Xm,EJINr,10,3.87,M,16/7/1996
UPwB,RO,9,0.16,F,21/12/2001
nFv,mSOkwuO,5,2.05,M,11/1/2000
wid,EY,10,1.93,M,5/2/2014
beVyWDH,ZElpAwjELK,1,2.99,F,4/12/1996
,123,20,abc,X,31/02/2020
LutCLfE,lJVmH,1,2.57,F,15/5/2002
kmzqB,KZK,6,3.45,M,21/4/2007
cXvpmNQ,WqeuD,8,3.93,M,5/2/1997
TS,XFfbE,9,1.51,M,18/6/2008
KYRmA,eOgScbT,1,3.91,F,10/10/2000
RNyKM,UIlsirCr,7,1.1,M,20/5/2015
LSg,xHYQJfXAVZ,6,3.51,F,11/9/2003
GomZp,xExG,12,1.12,M,23/7/2005
zqNnUH,zrgGQ,11,1.04,F,20/4/2007
,123,20,abc,X,31/02/2020
GefsBQw,ZefwZsyAzS,7,0.22,M,23/1/2009
pgcXY,IRwruU,1,1.21,F,14/9/2012
OUcQX,pokt,5,3.72,F,12/3/2015
Vq,FCyg,12,0.09,F,5/2/2015
RrnKOjxGcG,oSnOZobMwJ,9,3.61,M,28/5/2003
JYNZNrxz,NiBPJ,6,1.2,M,7/5/2010
ZvnZyPbxVz,qgdjeW,7,3.82,F,23/2/2009
MjaO,FMH,7,0.87,F,18/10/2002
OzbTS,mBfce,6,3.91,M,28/12/1997
,123,20,abc,X,31/02/2020
xRhOJw,VKIm,7,3.13,F,23/12/2011
OkZjhsY,vCDXthsvt,9,1.12,F,3/8/1997
morLRjkx,LN,5,2.0,M,22/5/2001
qhS,icdODvT,4,3.16,F,9/10/2008
oquFKUr,jJtzHZHxlI,4,0.85,M,9/9/1996
GGZbfZsVn,aHlPNnRSL,6,0.15,F,4/6/2002
ROr,nRdlXmWhHz,4,3.31,M,15/3/2010
zrJqe,HSjBube,11,0.89,M,14/3/2002
DrQYfoLC,ZVAtYL,11,1.1,F,17/6/2003
,123,20,abc,X,31/02/2020
ryNZ,Qhasj,4,3.85,F,17/11/2013
iBrnaSseGw,LGxCHgv,12,0.52,F,22/10/2011
fgbTvWBX,XDaJiGr,10,1.05,M,10/4/1995
IPAXrPXbYf,EdAFFAUB,1,2.47,M,1/9/2009
fkg,sHNZmFtS,9,3.51,M,15/10/1995
GmZasOSj,MJJNJ,11,3.75,M,10/8/2011
blSA,iFnKBv,1,1.3,F,20/10/2003
oib,Fa,1,3.91,M,22/9/2004
TD,iZ,9,2.21,F,18/1/2008
,123,20,abc,X,31/02/2020
qDaDtgV,gpVhgPRhgO,11,3.2,F,14/2/2002
eWD,KuAmPK,7,2.38,M,11/12/2014
rjNtrBZIM,uaAHEnpoMZ,6,1.57,M,4/10/1998
khqumQ,ArFzao,4,2.01,M,5/2/2009
Wmwq,sLqWb,2,1.48,F,10/9/2004
QYsrMDJH,sEuFNRJC,11,3.84,M,17/2/2003
obvlkHLkx,MZZACvJ,11,2.71,F,10/10/2003
dYjuDHK,Ftdyp,9,3.34,M,26/5/1998
zBcSgf,pJ,1,1.16,F,14/3/2013
,123,20,abc,X,31/02/2020
rsJgSt,rnHahjg,7,1.89,F,4/11/1998
YlBj,fBnC,2,1.05,M,19/3/2009
nYi,AuvK,2,2.94,M,22/11/2008
lee,rffoHl,12,1.8,M,28/3/1995
ikLMFHPwdA,Inxe,10,1.98,M,21/2/2003
UaVXgrtpSg,UNNAUYhltB,7,0.97,F,10/8/1995
wDIQiAmkB,ApLZ,5,2.51,M,12/6/1997
wGJG,xXR,8,1.75,M,7/7/2004
cPr,hpsi,5,2.13,F,7/7/2011
,123,20,abc,X,31/02/2020
mNQBDSfI,IBXrw,5,0.6,F,28/5/2002
CJHtkNaet,OU,3,0.67,M,24/2/2011
MYLhmp,JnG,5,1.09,F,10/7/2011
mVdAzLZ,KeIXcwp,4,2.99,M,14/12/2007
JTBM,FSQsTY,5,3.69,F,17/6/1996
vTG,QvSGoDqOXO,3,2.27,F,22/9/2010
aRMl,GNyfSjO,2,2.08,F,10/8/2006
KUBkxwqzlS,WVFLpzZXaE,10,1.17,M,28/5/2012
BUwNOr,EIfErVYceh,7,1.9,M,8/2/2014
,123,20,abc,X,31/02/2020
EHfdDTSEZ,kMR,9,2.62,M,13/12/2010
YQ,JqET,12,1.42,M,25/11/2009
OGYBQP,QrvOplsdUw,3,1.89,M,10/12/2015
orWdWLbgj,HIpZGs,6,2.48,M,17/7/2008
FohBqfZ,ecJxU,11,3.58,M,25/7/1999
pLIwVJYF,JbCuNmp,2,1.88,M,13/9/2015
Huqe,CqiB,10,0.79,M,2/3/1998
aBPwqNV,QklmjoNgXG,1,0.15,F,26/6/2006
AyKH,dT,5,2.06,F,27/6/2012
,123,20,abc,X,31/02/2020
pbi,GvRcMq,5,1.54,M,15/4/2005
HBd,NlZWN,8,3.77,M,6/8/1995
naCqmsyH,lizOsDhz,11,1.75,M,26/6/2009
ScBX,XmsuVlw,12,2.92,F,8/1/2007
YnZuLA,Vgqq,6,1.79,M,23/10/1999
tKOueQkh,OOHktnroT,12,1.55,F,19/7/1995
eGid,TYYIT,3,1.57,M,1/8/2000
xrY,Zxuh,11,1.52,F,21/7/1999
FSH,XoSfk,6,3.2,M,19/10/2013
,123,20,abc,X,31/02/2020
GsvRSPfhpM,jQutIhznrb,2,1.56,M,27/9/2008
CbjOUxQ,EZp,2,0.03,F,15/4/2009
mlBtW,RLANi,10,0.89,M,23/12/2000
gHiNEhSp,fGDNgY,5,0.22,F,23/5/2015
YlzrrOunCO,MWpj,2,2.05,F,10/5/2013
ExObZC,LcilNdKxSv,5,1.72,M,24/12/2000
AxZR,ojBj,4,3.89,M,1/10/2007
uwPPSND,wZwdLn,2,1.47,M,2/6/2015
pkGLwj,oPPAmKzr,1,1.28,F,20/12/2000
,123,20,abc,X,31/02/2020
zCOPmduf,fLpu,1,3.59,M,23/2/2014
uxnXD,EIftcHfnt,10,3.83,F,20/7/1996
ZCKmdeB,CRJVR,11,3.62,M,21/10/2013
EoBANvTjxD,CCjJCzPqT,12,2.87,M,13/8/1997
UNGjYzvcc,oC,5,0.7,M,22/12/2000
JLYQ,PIQTolnrf,4,2.38,F,19/7/2005
dN,MJxxOykgv,4,1.63,F,19/12/1996
ERD,wgj,12,3.01,F,23/10/2015
OgJEnvVWk,ntdCBb,11,1.79,M,14/5/2002
,123,20,abc,X,31/02/2020
MKUfShFp,FB,10,1.13,M,16/5/1995
FhRnm,wYACO,1,3.82,F,2/6/2002
Ux,hsWooodx,5,0.16,M,2/3/2008
BsoSeOTw,NVxxQhA,3,0.47,M,17/5/2011
bXrJWT,maiicJmm,11,1.33,M,8/4/2003
Bk,gUZWZ,4,1.0,F,7/3/2015
zpSCcN,iOftX,6,2.26,F,2/12/1996
JvA,kahuhq,5,0.98,F,10/10/2003
jDRmvigYb,vjxLBYviUK,9,3.96,M,16/9/2015
,123,20,abc,X,31/02/2020
dtJNhJg,JMqaAkAryJ,1,3.38,M,1/8/1996
tDNtWWtYVa,vkfM,3,1.55,F,12/10/1998
tmRh,bHy,12,0.55,M,13/7/2003
LFehCw,RRUJongX,3,1.47,F,12/9/2012
ym,ahc,1,0.82,M,3/8/2008
eLnbxT,QOxrBEA,12,2.97,M,18/12/2005
GNhadmqnyO,qV,10,1.77,M,8/3/2000
SonJ,dwEz,9,1.28,F,6/3/2011
CSdAmrT,bwmFoZg,7,3.26,M,14/12/2015
,123,20,abc,X,31/02/2020
HLLKO,atWnaTXPsQ,12,1.58,F,5/5/2007
eMbrJh,juyWOmQ,9,0.85,M,19/3/2003
xZkVATs,uqNJkVpLi,4,2.18,M,23/4/1997
ONQFbjKBmr,sUaDrKx,5,0.6,M,27/5/2006
gpYuthEun,RDyoK,1,1.35,M,28/9/2006
WIh,tjxo,7,0.42,M,28/6/2007
NYu,oOY,12,1.95,F,6/10/1997
zhcX,QROhqkT,4,1.52,M,15/7/1995
bGSoXO,kMXBrDj,5,0.83,F,13/4/2006
,123,20,abc,X,31/02/2020
gbC,NmJK,9,3.8,F,4/1/2003
jLIR,pqDwT,9,2.8,M,15/3/2014
tX,bOqsMCRXgV,2,0.93,F,18/8/2010
swwHVxye,wXwlkQVJH,2,2.55,F,17/2/1999
fTPrIJe,ydffUnwnvr,4,2.75,M,11/2/1996
XAJZAKdPko,GvBiFcr,10,3.26,F,10/11/2015
hbAjIkJ,KkI,1,0.8,F,28/4/2011
uZXozCO,madML,1,3.29,M,2/12/2004
KebuZrqr,KCHzy,12,0.36,M,19/12/2015
,123,20,abc,X,31/02/2020
KgYOoci,snRL,10,3.06,M,6/5/2008
iKkMz,QgYdGBePdT,11,0.71,M,2/4/1998
WyqPAfA,YFEqunUJK,10,0.82,M,3/8/2007
mTqEtBcI,jNfiusF,9,0.72,F,12/8/2000
BCQc,jgWQ,4,3.92,F,11/2/2004
zOMbTSAEv,SkLHqS,11,2.3,F,13/1/1999
jWJsSHvE,xJALRG,12,1.03,F,20/7/2001
rrWlSqCja,FTyuqubey,12,2.2,F,9/2/2004
ZkrJdH,pRwsZs,10,0.09,M,2/1/2006
,123,20,abc,X,31/02/2020
jJQxv,GPF,1,2.03,F,26/9/1996
iCjzpHqtCf,mvxDqBVYW,7,0.76,F,27/9/1996
RntGp,jQrOeU,3,1.34,M,28/4/2010
qnbKnTbL,BG,6,2.13,F,20/11/1997
sEQqkJRUF,JRfRZk,1,0.81,M,14/2/1995
uMTnvG,CRfuKqQKk,6,1.84,M,15/1/2014
QXOjcGmV,TIXoqU,5,3.45,M,18/12/2015
fDqQKDr,RFgP,4,1.93,F,5/4/2001
bxerJZm,gudEaMx,2,1.25,F,15/8/2004
,123,20,abc,X,31/02/2020
TCLCfcmCim,IwdAMl,4,1.38,F,7/5/2014
Pug,zWV,9,1.65,F,7/9/2015
hysJvITABk,XZBIn,8,3.02,F,4/9/2009
UOuah,SV,10,0.04,M,17/10/2008
nrCsPyam,YXj,3,0.36,F,21/3/2001
uKKnajBxz,gzAeUHDyr,7,1.71,M,10/9/2008
fhtIGULrY,iuuPmATO,7,3.76,F,28/11/2001
COLRgUlS,pr,12,3.32,F,19/3/2012
JuhMCwkJeY,tKLFD,6,2.21,F,26/10/1999
,123,20,abc,X,31/02/2020
Zxve,qDRkLvISF,9,0.21,F,16/2/2001
TUTchHI,ccdESfGs,1,2.01,F,7/9/1995
yvxpmlWAKv,GiSIt,11,3.98,M,13/11/2013
DduUXZ,LykFCZlgM,12,3.22,M,26/2/2008
KbQtVyxAEc,CwzR,10,3.69,M,20/5/2009
HECvvz,utOYgYYAMN,2,0.05,F,4/3/2006
oB,QfkW,4,2.41,F,8/6/1996
kBZbMWVuef,qAmJYjLKGu,11,0.07,M,3/1/2000
NsR,hP,1,2.91,M,9/3/1999
,123,20,abc,X,31/02/2020
sPq,lmhcO,2,3.27,F,8/9/2002
dleowAjwk,xQoLmF,4,1.16,F,13/4/2006
PCdpCY,ychQljEMMC,4,0.49,M,24/1/1999
yWPvdP,wGiyISWKa,7,1.2,F,25/9/2008
znqU,dIABeeUd,10,1.29,M,8/11/2000
qJonbBcqiq,ePEy,11,2.33,F,8/4/2001
wtzvaWTOjl,MzzbNguln,10,0.66,M,3/9/2005
wlnR,gKIMj,3,3.02,F,16/1/2009
BGUZBCzFw,cdlysmlq,2,2.36,F,19/3/2014
,123,20,abc,X,31/02/2020
iK,InCAtemnTn,5,3.31,F,24/3/2014
xrVjTIM,dk,12,3.22,F,3/4/1996
ZbZqvk,LTyjYGPia,10,1.8,M,6/7/2012
RgeMZQfbK,DfAsFcQe,3,3.66,M,27/10/1998
PO,tvSYPb,3,1.46,M,19/1/2004
TeNqWw,uhfJ,2,2.96,M,13/2/2006
rFigjJcO,TZuxXjRGD,8,1.82,M,7/12/2006
tWviUyKheb,DXyA,4,2.35,F,4/4/2010
gIm,OeGdRJvg,3,1.29,M,8/10/2014
,123,20,abc,X,31/02/2020
akIhoS,UOHGCx,11,1.7,M,12/1/2006
iNltqoE,JwgC,11,3.32,M,6/5/2006
xVueODYU,sBJCVWzE,4,1.87,M,4/7/2010
jvqeYqXwB,UBCmVGiyo,10,3.07,F,3/12/1997
cNZ,jFoyWGDhl,8,3.35,M,3/6/2014
qapjqiZ,woHxSkK,6,2.04,M,28/5/2014
qfJ,TsL,5,1.54,F,10/7/2003
cMPfQNmi,QTwhdyBXO,12,1.69,F,4/4/2013
jpPfDAkQ,MjETmmnG,10,3.0,F,7/6/2004
,123,20,abc,X,31/02/2020
lEm,wYq,12,3.28,F,2/9/2008
OISX,wifaQ,6,2.19,M,16/12/2003
mTsHUL,kVUkJ,3,2.75,M,5/1/1996
tvVjsymAlO,DCnN,8,2.68,F,7/1/2002
YaYEzMXF,WK,12,0.77,F,21/9/2006
wxU,XSlgMQTZn,2,2.23,M,16/7/2005
ucBMidgIg,vQxCkygx,4,1.67,F,5/4/2000
bp,QInEBv,4,0.33,F,5/2/2012
IwigawbctR,LFhm,10,3.25,F,17/4/2012
,123,20,abc,X,31/02/2020
NFCRYvf,TwYnC,4,0.78,F,9/5/2004
TBRCKaD,bepj,10,2.62,M,2/2/2008
JdFXStBL,TtHBa,3,0.97,M,27/4/2009
NQP,DQIhXN,9,3.75,F,20/12/1999
bYaLGJWb,ZvdjKsFeXv,5,2.91,M,27/8/1995
fObrUJtbsJ,LgCzv,7,0.77,M,15/4/2013
DtpJOu,hdf,3,1.45,M,15/3/2010
VivxZjYFr,TYwOeMe,8,2.21,F,23/8/2015
hzWdHhxFr,bvu,11,3.7,F,17/7/1995
,123,20,abc,X,31/02/2020
uj,XAgI,5,0.72,M,21/11/2002
jrv,GNyNooZgit,1,3.95,F,9/2/2005
VskkSB,Ji,1,1.62,F,14/12/2003
uphjWW,GInIbr,9,3.08,F,22/7/2006
mwQZDoDdmi,oZOvjAA,2,2.62,M,22/3/2006
ipG,OXCQeRovk,6,3.0,F,16/3/1998
YgoQYJEh,OfA,8,2.74,M,12/5/2015
lq,rmAkdWex,6,0.61,F,18/6/2009
TlXfOI,edgwMVrc,2,2.37,M,15/3/2010
,123,20,abc,X,31/02/2020
XcRaCr,xhtR,10,2.96,M,3/10/2015
qjbAoFzbs,ZnwLPfF,7,1.27,M,4/11/2008
bGBDAZcrsB,nqqG,1,1.75,F,8/3/1995
PKxpZDIYK,HFC,5,2.67,F,23/11/2005
imytNmpcWU,DfReKRTvQ,4,1.71,F,26/3/2001
cgm,TRIbU,11,0.98,F,4/12/2002
BbFNtTRR,qCLF,5,2.76,M,5/9/1998
Rk,ua,1,1.98,M,19/7/1996
UhCmehgPzp,xPCuFfE,3,0.03,M,13/11/2010
,123,20,abc,X,31/02/2020
QqltuiIt,uUA,2,3.65,F,2/9/2004
efPk,jGriTPrR,12,3.65,F,21/6/2010
gwikwmG,SBqnQtKLv,4,0.99,F,5/12/1998
kjiTVbjTp,KpY,1,0.1,F,6/7/2003
kHsmhZzzcs,EExtaIQCa,3,2.95,M,21/3/2001
BgMyE,pAB,4,0.2,F,3/4/2005
Rgqm,NlLYjS,1,2.54,M,9/7/2005
aDh,YZeiDc,10,2.91,M,15/8/2010
SGc,NF,9,2.55,M,27/11/2012
,123,20,abc,X,31/02/2020
cosX,GHPUDxwHUx,11,0.8,M,23/1/2005
qYDkbC,nNf,6,2.94,M,12/2/2010
vDim,WjUDW,6,1.02,M,13/3/2005
SYmdSy,DFbMHDJZkp,10,3.09,F,11/6/1997
vH,xuwQuwGE,11,0.63,M,7/11/2013
ABwqeDKvW,GKH,1,2.02,F,14/6/2011
ACET,XMV,5,2.67,F,27/8/2010
gfszYgR,fpONddIjgU,3,2.65,F,13/8/2007
LTkkol,ewRD,7,2.54,F,18/10/2006
,123,20,abc,X,31/02/2020
QfKqBz,UbPB,7,1.56,F,19/12/2000
PMLgs,nGozqVWSEb,8,1.83,M,22/9/2014
iLgMbsju,sFwxPgtk,1,0.01,M,12/5/2013
JGQpN,rBriW,6,0.54,M,2/10/2009
vlWiM,wAqTEme,6,0.96,M,28/9/2001
PM,IjIZwGxPV,4,0.85,M,20/11/2015
MiO,ZoPn,1,1.83,M,1/7/2011
QmpbRWJix,iey,1,3.21,M,21/4/2014
sTHMP,QigG,10,3.61,M,13/10/2010
,123,20,abc,X,31/02/2020
XIitkY,WdahhVh,1,2.32,M,7/6/2001
NdFn,LYqLImg,12,2.6,M,10/2/2014
rEmJBs,qZ,10,2.7,F,20/8/2001
vGZ,bpejlpg,5,3.97,F,2/11/2015
hoEmCoN,QaPtSIL,3,0.4,F,11/5/2010
kkypOWIKp,DGionks,6,1.7,M,27/10/2003
EQy,aQo,2,4.0,M,7/3/2015
MlDO,BnsMqQzoh,1,0.96,M,20/6/2001
JB,YbVeKEq,10,3.94,F,16/12/2008
,123,20,abc,X,31/02/2020
fMgOyA,ARuUx,2,0.73,F,23/1/2010
yGWAUAwAd,tC,7,2.34,F,28/1/2015
YwaFdN,twyyQiVJxB,11,2.06,F,1/4/1996
MZ,VEFbGyev,8,1.13,M,24/6/2006
WuxkSmqjel,sdUcZ,10,0.86,M,9/8/2012
oodmusfk,fVFyfi,12,0.62,F,13/7/1999
xGDjRP,FT,12,2.11,F,8/12/2014
BComWaUdO,ZaWx,10,3.61,F,9/5/1998
AJQfblktg,mg,3,2.37,F,16/8/2015
,123,20,abc,X,31/02/2020
VcaXVdqR,LUvY,9,1.14,M,7/12/2003
QRA,JxmdIrVbCG,12,1.12,M,11/6/2010
cCREJMP,lXWeMj,12,3.18,F,20/4/2012
xS,pOism,7,1.18,M,18/7/2012
joro,ZghdugA,4,1.49,M,13/7/2007
UZh,zXWYdEd,1,2.66,M,19/11/1995
aUoeNlo,Hnh,11,2.51,M,20/8/2007
evZfHT,hj,11,2.48,M,23/12/2005
QRNRlWVwJ,TedrcN,3,3.91,M,10/3/2004
,123,20,abc,X,31/02/2020
xcgJrYFFCB,bWFX,11,3.55,F,21/2/2008
dXjGsZzBw,BeF,7,2.24,F,7/4/2005
oJXTj,hbssQpFgx,6,1.47,F,8/1/1999
YYfTDrUM,oPsMDPd,11,0.79,F,6/7/1996
vuzcyoUUX,DU,2,3.4,M,1/2/2003
JfyNeQEh,jYzNKK,12,2.39,M,15/10/2005
Pj,XAXXXsByC,7,0.01,M,14/2/2002
LurFg,AFTooEiKmZ,3,0.15,M,21/6/2012
NKg,ukdsXGyD,12,0.63,M,25/8/2010
,123,20,abc,X,31/02/2020
tmE,ZrjF,4,1.89,F,5/8/2013
OB,KDOWfJm,7,3.07,M,8/7/2001
PRsNPj,gBZXQA,5,3.38,F,13/5/1995
rlKM,ulKUvzX,9,2.56,F,23/7/2004
zFUqzhVjMP,DglEjvKnn,8,1.89,M,28/7/2011
QK,rPd,1,1.82,M,9/6/2000
NHGAFCdSPP,OFZtVgQuR,1,3.74,F,13/7/2005
QidLlfT,kbF,5,0.09,F,28/11/2006
WspTpMPFb,JHN,12,3.16,M,4/7/2008
,123,20,abc,X,31/02/2020
uzVeBpnjf,BPfK,4,0.85,F,23/5/1996
qtAyFdtgAv,ur,7,1.64,F,18/9/2015
riMdNdVeep,qoT,5,1.23,M,17/2/2015
ozzYEai,kAWc,2,3.91,M,14/11/2008
mptFsYvf,FeWpDh,10,0.16,M,17/2/2006
zZDqSWAmvC,FTvYhUcK,11,0.08,M,18/4/2013
Ci,dZ,2,0.74,F,23/8/2011
uRdn,fydbSqZW,11,0.85,M,9/4/1996
OtoNOwh,IQrG,1,3.12,M,17/6/2001
,123,20,abc,X,31/02/2020
pmBRPHal,kMQiAe,6,2.15,F,15/2/2008
GCFIbN,uTUzGvO,1,3.79,F,23/6/2010
iRJ,xvMelsVP,11,0.08,F,2/12/1999
MCXZNHBdb,QdOfbbQFb,5,1.88,M,5/7/2011
nWkAfF,QmXgQvPH,3,2.93,F,14/1/2009
itAlhxP,fXff,9,1.2,F,3/6/1995
uIFoMxZTtk,ilP,2,0.63,M,17/1/1997
NSlrsO,mFG,9,1.1,F,27/4/2002
OpMRGhGzaH,xabgN,2,3.29,F,24/9/2007
,123,20,abc,X,31/02/2020
vg,JCtNQHq,5,1.77,M,2/12/2011
dbIUdS,pfeAbJXq,5,3.5,M,13/5/2002
gbSOhRsfm,bwOIShq,4,2.6,M,11/12/1999
InD,qGmTbbPyz,12,2.13,M,24/3/2002
fYKNU,aK,4,2.89,M,3/7/2010
tYmJjfSW,pkQsb,7,2.24,M,13/1/1996
DzUgyOhsaE,qM,5,3.89,M,26/9/2006
SuvAPx,xuoRNMqTo,2,3.28,F,18/10/2008
QnxQAQaMLh,RzJDMB,9,0.34,F,28/1/1997
,123,20,abc,X,31/02/2020
OTVRn,BOMPLaJSt,6,1.97,F,5/6/2008
VcrkRf,YZbxAD,2,1.42,F,22/4/1997
hYHsyhhE,rw,10,1.17,M,18/4/2010
MMm,PeYCalqXLv,9,0.52,F,25/6/2012
nEnF,xgOlKJoPuC,9,2.96,M,15/12/2005
kzXlRJgZUK,sOmXWJ,8,0.33,F,11/11/2005
