first_name,last_name,grade,gpa,gender,date_of_birth
QLcuEQ,KX,1,2.21,M,7/9/2009
RYt,gWgJ,2,2.72,M,10/7/1996
HJshZZJKOs,spXXmj,8,2.51,M,28/5/1997
lpbvpnIBd,KcUIuHGmoQ,2,2.62,F,4/7/2012
bpZVGPjU,cTAMIkLOlf,11,0.73,F,18/3/2014
OlcOSsQ,hmXIHbs,1,2.45,M,28/8/2010
otRTzBp,AhqYWNTl,1,3.74,F,17/4/2014
gRLgC,iyUO,3,3.57,M,19/8/2000
iEWUApPMqm,hTP,4,2.59,M,3/1/2003
yo,iqXeKnlSWX,3,1.67,F,20/3/1996
zM,vczesGFa,12,1.75,M,8/2/2003
UGtF,YLPu,6,3.42,M,15/11/2009
WtIXwPLiRh,iLECiTg,11,1.62,M,11/6/2007
ki,qd,7,1.44,M,13/2/1999
PrAwCDWCP,LcuDJQuC,11,2.6,M,25/12/2009
aZNHfXD,ItNJBerBxQ,9,2.14,F,23/10/2000
aFRJAuy,qDRBezMs,8,2.6,M,1/9/2010
yrkOmVXl,aCmXUabAY,3,0.07,M,25/1/2015
gOPWNbuIB,wJdVnolMiZ,10,3.88,F,3/9/2007
fBfw,BMVmlpy,10,1.44,M,23/6/2012
Qbyc,GrEkNXA,5,0.77,F,3/2/1999
JhXScnCa,jgdDEpkacC,8,2.15,M,27/11/2014
rnW,VDfH,8,3.46,F,16/11/2002
iq,csOcqvrEpO,7,3.68,M,9/12/1999
xfgvTls,gK,10,0.91,M,6/6/1998
RJf,yax,12,1.39,F,19/11/2009
PSVHBvPjE,du,12,1.82,F,15/8/2013
rsRzjVTDd,Yh,4,0.61,M,15/8/1999
UbOe,OPNRHuAdNB,11,2.44,M,9/8/1995
ZZAT,EPvqU,12,1.99,M,28/8/2008
xfcwzUB,DQHU,11,2.72,F,2/8/2009
sL,wSNgcYOZS,2,1.26,F,26/5/2009
lbQrbtO,Ikvr,3,1.48,M,11/9/2009
jySrjI,OpQF,7,1.15,M,15/7/1998
DbSVCMFqUa,BnrYMg,11,1.67,F,25/8/2010
yjxGTH,OaUjgqY,4,3.23,M,15/4/1996
hN,yqO,4,1.66,F,15/11/1996
htCfoYFoU,PTLicRbs,4,3.02,F,16/3/1996
SgvC,RNM,12,2.47,M,16/11/2006
RnJb,VBqbTCXDx,7,0.44,F,19/2/1997
QgtGY,ERjRjdN,11,3.86,M,17/11/2008
kuwvFtO,tSizaeBj,5,0.63,M,16/7/1998
Ix,yiSqh,4,0.72,M,17/4/2013
vvcdUfZ,yJ,2,2.6,F,5/9/1997
WnFTMPkXA,fVfz,11,1.79,M,26/10/2014
wvslJixnGA,fEMa,3,0.92,M,15/7/2000
BxIzEZ,WzQAZKn,2,0.94,F,7/2/1998
JYqR,vSOazdla,12,0.41,M,6/5/2004
Ald,kWmCP,10,1.0,M,18/6/2003
uBlAsTf,kyNFqK,12,0.52,F,7/1/2004
JFHsHNNQy,HDX,7,2.87,M,9/12/1995
jen,WARlu,1,2.59,M,26/8/2004
fEM,iieOZV,11,1.96,F,5/11/1999
OqzHwFbRaz,cek,8,2.08,F,10/7/2010
CbjvDJ,ciX,6,1.24,M,22/3/2010
fZm,KRwGX,6,3.27,M,26/5/2000
HGEaSXS,qnZm,6,3.45,M,5/5/1998
dCKwW,mN,11,0.4,M,26/2/1997
QI,nWhB,3,3.29,M,27/4/2010
ZJhWX,YuCRsLQnc,6,2.72,F,11/12/2009
neL,dMJvkVgeo,6,3.09,M,7/10/2007
frE,XUVnQtG,1,1.82,F,5/4/1996
mMSucQqsV,KR,8,2.29,M,15/10/2002
QLnn,vTTEF,8,3.59,M,9/10/2003
yv,Ro,8,0.81,F,5/2/2002
mC,Th,8,1.6,F,28/6/2003
vly,Vt,7,0.6,M,15/11/2014
atL,zunADMYLB,5,3.79,F,7/10/2002
AGqO,lEcccMcu,3,2.48,M,1/4/2012
uKvqAAFXS,oJm,4,0.11,M,16/1/2002
rBVKUdRj,Pq,6,1.05,F,13/8/2006
SyrQITQo,BtkHnWt,8,2.65,M,26/7/2000
mDQ,bFCS,8,0.31,F,6/8/1999
XFGMmPOL,LFMpKLNy,3,0.14,F,20/8/2007
nRFjJpo,ZzklVRY,7,1.39,M,15/2/1997
iozhTWIaUo,IsmwZsc,4,2.92,F,8/12/2011
Wd,YtzH,5,0.85,M,22/3/2012
IYO,DZUnVOLfLr,9,1.01,M,12/7/2002
cABe,YDbFrhs,3,3.29,M,16/11/2007
ot,kDevoICiH,5,2.04,F,1/12/2005
VXHsnWtf,KJTAGGaXe,10,3.59,F,9/8/1996
PnYU,SgzEb,2,2.61,F,18/8/1999
lgQIjf,telzMEZ,6,0.23,F,24/9/2003
mhYW,dlNUcPMfR,3,0.19,M,20/2/1996
GPdAqcLKxR,yE,11,2.5,F,11/3/2001
zJEAlNbF,tDU,12,3.97,F,22/11/2010
oxLz,MwrgnwVQq,8,2.9,M,6/12/2012
wZiRml,HdP,12,0.73,F,11/7/2003
vyDE,nJYjscB,5,1.52,F,26/8/2002
RJo,vc,3,0.26,M,7/6/2002
Xd,lJEeuhGho,2,0.0,F,12/2/2009
FIbr,PetZ,3,2.41,F,3/6/2008
rJQ,zNsUDhYXr,1,2.74,F,12/9/1995
oYtkaaq,hOa,3,1.88,M,18/10/2001
bIhLZVw,udVmqXDBkT,8,0.24,M,7/9/2001
eP,uVL,5,1.98,M,22/5/2007
hElxEl,TSCT,1,3.92,M,21/10/2015
FmcloC,MpQTkYFL,10,1.35,M,15/8/2004
uQUgzLaplk,gIphqjeJ,5,0.05,F,8/4/1998
rdskb,pok,12,0.42,F,24/10/2005
nQdmpbzvsx,rOKHVMV,9,1.57,F,3/5/1998
LTztpiA,nZncwB,9,2.39,F,24/7/2006
aD,UjPfdFY,12,1.53,F,20/7/2004
IQ,UtV,1,0.55,M,14/7/2013
wPh,XNRiN,6,0.99,F,13/9/1996
kbAqs,yVuQn,10,0.49,F,4/10/2004
nJFDpeaf,OKaEvgdH,9,0.68,F,4/5/2002
Ghdca,fZEoZ,5,0.88,M,21/9/2015
bMBkgW,Zs,8,1.56,F,6/4/2004
mDGjg,RYInR,5,3.39,M,19/2/2013
MiQSFY,dkC,8,1.97,M,2/7/2002
BCbIJmK,YEGPkc,9,3.5,M,8/2/2006
kwvbyIO,vha,2,1.02,F,22/11/2006
ioxzatmjI,uzAz,2,3.4,M,14/10/2010
dEomcAyoho,Xls,6,3.53,M,13/6/1996
LhbItSC,PQqXW,3,0.37,F,14/1/1997
DiF,CkHCwGlO,5,1.35,M,28/8/2011
LIERacGKHJ,VGYVRa,8,3.71,M,27/8/2006
SkCwKU,BbgVAjTXU,7,1.29,M,2/12/2011
jRY,KLJPnsZQp,10,0.7,M,17/5/2015
QOyYDElmZM,wfftf,8,2.9,M,15/1/2012
oginHVNvGz,frZPazF,6,1.65,F,6/6/2013
wUwOsPkYnS,RLVcmWAP,12,0.54,F,20/12/2007
mff,wCdsb,11,2.14,F,24/12/1999
kZLuUru,FOkb,9,0.06,F,22/5/2001
Mf,PsE,5,0.87,F,1/4/2009
YwqOM,ZFZrwWZyEb,5,2.62,F,25/6/1999
LgeBMVyF,TsNHZk,6,1.54,F,5/7/2011
RcgPD,lGhs,3,0.38,M,22/7/2006
amannClL,UBV,2,3.09,M,14/1/1998
wUamNJ,QF,7,2.33,M,11/8/2006
QtimSl,YvdRLhb,4,1.42,F,22/1/2015
jy,hmuMNiSnc,3,3.38,F,20/11/2004
NFhf,SahXL,7,2.18,F,22/5/2008
AeICz,FaVKw,1,3.69,M,3/4/2010
dQKz,hGvf,10,0.15,F,9/6/2005
DKGri,opHPhIcnm,2,0.58,M,13/10/1999
rsSYneNGB,ZNllkOW,1,3.73,F,2/4/2009
sppBH,YlFQR,5,0.08,M,4/4/2013
KsADUf,IZcSpd,6,2.24,F,5/7/2013
UbTvZvkc,XlNfjvg,12,2.28,M,10/5/2009
BZLu,wDKj,10,1.88,M,8/10/2011
ymAT,JB,12,3.9,F,15/6/2002
cXhAOtQ,FVONqA,6,3.83,M,1/7/2014
XawQ,PMnkiEciyT,10,0.02,F,6/7/2003
PciatnUf,NYnS,9,0.55,F,5/8/2000
PJEAzHT,xAWhfbp,6,0.07,M,1/6/1997
VJkU,tSxdPWx,4,2.1,M,20/9/2007
BdMP,YeiEc,1,3.38,F,21/6/1996
iQoxoF,yfGNZYkvx,3,0.67,F,27/11/1995
PMfNUFQMvi,edi,6,1.2,M,19/7/2006
fJLl,jJoh,10,3.09,M,22/8/2004
sAq,BYtZafq,2,0.43,M,20/7/2000
odqyQA,TCVBcplXDf,3,1.83,F,6/6/2000
Zhn,EimSxiRZQ,12,0.58,F,5/2/1995
ykuI,Ms,11,3.64,M,15/11/2000
KIOmgA,JdoJB,1,0.87,M,16/1/2013
Ymo,tbuRBpzNe,8,0.63,M,21/5/1996
Yog,BL,11,2.33,F,18/10/1996
krEBCnKDHA,BQnb,11,1.96,M,24/7/2014
qWV,WqrBBluOX,10,0.6,F,24/10/2001
DaAxclDpoz,iyA,2,1.04,F,11/2/2003
jzl,YUASAkLkg,12,3.82,M,7/4/2014
ugnDaoOnfD,EMKFwFZYDl,5,0.57,M,19/1/2015
PKgHy,wv,12,3.15,F,10/10/2005
pyrk,tZjEqgzrde,5,0.36,F,7/1/2006
fJzj,AnCP,1,3.91,M,1/4/2010
ELDh,Mw,1,1.0,M,9/8/1997
hTDd,xtPC,3,3.74,M,19/6/2000
xrjbxqfGU,DSawD,6,3.15,M,9/4/1996
UfzMZoZOI,IJDl,11,0.99,F,22/4/2011
WvTZ,hmzZvso,2,1.87,M,24/9/1996
gjNulY,bRHpCnVRr,5,1.43,M,7/2/1997
yIxw,QmUpURDfj,4,1.1,F,28/2/2008
ECG,ljJG,12,0.43,M,1/9/2010
YcjlF,xZqrd,7,3.09,F,16/12/1995
tyFXh,EmDVDlt,2,2.89,M,10/9/2007
mGnu,FXfVDbIz,10,0.25,F,6/4/2002
QS,de,12,1.35,F,16/9/2015
DkcsRXKQvy,mf,3,2.66,M,19/8/1998
QXSGupQg,asNusf,5,1.75,M,4/9/1999
ct,CgQP,12,0.22,F,17/1/2010
JRT,xgz,8,0.82,F,13/12/2005
NTdxKQpkar,SCQz,1,3.48,F,2/7/1995
XH,KCV,6,2.26,M,18/7/2008
oRKNX,kwSeAZmm,11,3.77,M,22/6/2011
kDMUpnfD,PFz,10,1.31,F,19/12/1996
yclCAhtJn,PvyQ,2,0.08,M,11/6/2003
NBbch,VFWZlLpPD,4,0.92,F,13/6/2005
feApbt,cNbH,8,3.11,M,18/12/2013
QmjgGM,MnQPTWUaC,12,2.99,F,7/11/1999
wcsZZ,oRaTA,10,1.55,F,9/4/2010
JVNPnsdBpp,VezGjLo,2,0.28,F,13/1/1999
InAR,ryYIJVm,10,2.33,M,11/2/1997
vpazbcqzJi,NYcKM,7,0.11,F,3/10/1997
yXXHzZ,hsrzypWWJ,5,2.06,M,17/1/1998
RziSMt,KezBizR,6,2.56,M,19/9/1997
AhTaePzsyz,xJgku,9,2.43,F,26/8/2005
UktbGnIB,PXkRhUsQMP,2,1.81,F,25/12/2009
FkI,FjisHFYTCn,1,3.98,F,8/3/1996
YzOXavms,XZEILPpGt,12,0.15,F,18/3/1999
ZmjbvSv,eeBDj,8,2.4,M,2/1/2006
RdkEpfve,MdmfAJ,10,1.63,F,13/7/1998
otTsrzPGG,LsCjiE,3,3.42,F,26/5/2007
fltnWglVoK,oCwm,1,1.46,F,16/8/2008
tsyk,Zzd,3,0.78,M,6/11/2008
BDW,dhONILqB,12,1.2,M,20/6/2013
cPvryUekMc,WP,5,1.97,M,16/2/2002
Yr,CUmysHtHH,3,2.82,F,5/11/1997
ixJJJoeE,TD,8,3.68,M,21/1/2007
tauq,YlEMQZyuxB,11,0.56,M,15/11/2001
WMnwQ,SuDk,8,0.99,F,26/2/1996
MnkwIz,srke,8,3.9,M,15/3/2015
JjoPo,kdtFUScM,6,0.45,F,27/11/1996
KbddQvqFqj,Dx,4,2.41,F,27/4/2008
nxnEUGJ,CZA,8,3.03,M,24/9/2015
shutN,rpNGkI,4,1.84,M,17/5/2004
iD,BHwbhxe,12,1.07,F,18/4/2011
SZUYPk,IUiYmLD,10,0.14,M,27/7/2001
Qzzm,PctTofjjen,2,3.37,M,9/11/1996
gX,bNlD,4,1.04,F,13/1/2013
JAKzmeXPre,CIIIQLNq,8,2.46,M,12/9/1995
tvPNCUrjU,reDUkSN,10,3.65,F,1/7/1997
lU,oifl,8,0.61,M,4/2/2012
KIzwlNSNk,DXlNOnWNo,12,2.5,M,8/4/2006
aOAyQ,zUTw,6,1.17,M,18/11/2014
DNlcixgqg,jSuZPwd,6,0.55,M,8/5/2011
eDU,ptJxXeisks,8,3.18,M,14/1/2004
ihfILE,Udxd,5,2.39,F,20/11/1995
Ci,jwwWgy,5,1.59,M,19/3/2009
djwNSKwo,DzS,8,2.92,F,14/2/2007
TgQcSXqgzs,THgJWiPyP,11,2.03,F,7/7/2003
fB,dK,4,0.01,F,24/9/2013
Eh,ZOuocPE,9,2.64,M,4/2/2011
EF,qDpzn,1,1.26,F,22/12/1997
AndIOYwz,gCkPZRAc,1,3.5,M,11/7/2002
sxD,fNErQpSK,9,0.55,F,28/1/2012
Qoj,IBZoIrMTzs,6,2.91,M,12/3/2010
uirTRB,qcrDVm,12,0.17,F,17/10/2015
cFaeztHx,DInu,3,1.26,F,16/7/2005
ylu,nazhymKYXq,11,1.84,M,19/11/1997
VA,aP,8,3.18,F,4/3/2009
vieSHGkan,pEpe,3,3.2,F,22/5/1995
EwiApcyu,nyAllMc,6,1.72,M,19/1/2009
mHP,uGQwZOltl,9,3.35,F,15/4/2008
gaNHERCMZD,RzyNPhBT,10,0.25,F,17/7/2012
FpqEvEvQX,xg,4,1.42,F,4/9/2001
UN,MrnVZmjYW,8,3.26,F,23/4/2004
pkk,PJMqBVSW,3,1.75,M,4/5/2010
TIuesMQXWH,uwGD,6,0.26,F,8/5/2012
yoP,VTidhL,12,0.28,F,21/7/1996
RAmK,gGDIvFxdai,8,0.21,M,7/11/1998
NUnAl,ewOtHOtnIR,2,2.75,M,18/7/1999
HCUUGr,NtPoP,8,2.01,F,10/2/2007
Fy,AEwCHIBuUM,11,1.89,M,21/7/2011
DEwoh,qhPfOXeuqj,8,1.36,M,16/7/2009
JVQAFkFHz,SdP,1,3.48,F,23/8/1996
qqKhIdCPE,OVNQ,3,0.86,M,6/1/1996
aOsdBfIdk,lFQahVX,6,0.52,M,3/12/2010
SmyyNxnW,LmAOVQ,1,1.22,F,5/8/2004
SHXyPtpRaH,eWKq,9,1.63,M,19/4/2015
MXMQiCGXnH,SzYycQfcU,12,3.74,F,18/2/2004
nXSdfpbjm,cjUlONsEFP,7,1.8,F,13/3/2009
rhkleiwm,hAfds,1,1.91,M,3/11/2009
qpnN,tDjz,9,2.1,F,12/8/2013
vvJokez,LNZbIdW,12,0.23,F,20/2/2006
kZTTZUE,ix,10,2.49,M,7/1/2008
VjQFxt,mKDOH,12,0.6,F,12/4/1996
PWgFB,DzwcVKtx,4,2.82,F,3/8/1996
igonzEQ,AcmVxSn,11,0.54,F,20/2/1999
hWxMIHgWy,DPnCnN,3,0.47,F,11/7/2011
iFLwh,lbsKfNyRX,2,0.47,F,6/5/2007
dYKxvY,tISb,9,0.14,F,5/5/2015
ACxsHpLoM,GyFpy,5,2.51,F,23/12/1995
ppF,vwdbHZUgzM,7,3.18,F,9/10/2013
NowVbe,IM,3,1.69,M,4/6/2000
BjDgsC,SVngLMdT,10,2.28,F,16/12/2006
nHhqWjN,Xacc,7,3.91,M,12/5/2013
mfjlRYWaG,LvbjZbBH,6,1.46,M,6/6/1997
PqKB,AlKYCBG,10,1.27,M,22/7/1997
YuOzIU,ifyoyUegA,4,3.2,M,24/10/1997
lTZ,lxLFweNxS,8,1.59,M,2/7/2011
RQI,CpeRiQU,2,2.88,F,9/4/2009
Sdvz,Lz,1,3.24,M,9/1/2007
lM,cwn,9,1.65,F,22/8/2004
FlD,iXU,5,0.99,M,28/8/2008
CxsAlP,CtcF,7,0.27,M,6/8/2015
MJJCV,iNMnmyA,4,2.77,M,22/6/2015
yIamwfmq,dMYUjeUE,6,1.16,F,15/8/2014
RIYnMbDdm,BGeA,3,1.27,M,7/1/2010
AKFe,bXzYfTAp,11,1.77,F,1/9/2005
xnHyGi,nPkhGK,3,1.5,F,28/5/2006
MVchar,PrgK,9,0.33,F,10/7/2013
Ut,xGWizHFQVK,2,3.11,M,21/7/2007
CJs,IqHpXqxHQ,7,1.83,F,20/2/1998
NXtoibJM,KKLynRm,5,1.42,M,18/4/2012
Zg,XCRFc,3,0.22,M,21/9/1995
KnbKlRGZ,DN,11,1.02,M,5/1/2005
DlZbKaOWNV,fqeOCP,4,3.85,F,23/8/2010
KdWMYKIqDG,CEgFFXAZT,4,2.62,M,6/6/1995
XVqFRe,UbrXMiK,12,2.22,M,14/5/1997
MtZosng,gDB,8,2.1,M,17/4/2005
PXhLy,DTwMvNLdPZ,10,0.01,F,1/9/2014
GjBcLudeA,RIF,2,1.21,F,12/6/2012
Vfg,lNrH,1,0.94,M,5/11/2008
tnzsppOtT,JBqzMhUeC,8,0.64,F,8/12/2006
uxXSsGm,VHTwTQQVM,5,2.4,M,17/12/2015
lfXK,LuvHUe,4,0.98,M,15/11/2004
triLiyfs,LAoIhPCTgF,8,2.34,F,17/4/1999
tECATr,dYD,1,2.43,F,18/6/2000
TWcmdSLt,Zejwktug,1,3.74,M,13/1/2009
Ukc,Lg,12,0.44,M,2/5/2010
PtdB,xMzO,10,1.23,M,17/6/2006
yGcli,iZ,2,2.74,F,25/6/1996
GIGYB,wgDHroszu,1,1.96,F,25/8/2007
dSQIJqZImL,BKZdI,3,2.94,F,8/10/1999
OCZ,UTbOdxY,6,2.99,M,22/3/2006
NL,PcmbDCbGe,6,2.88,F,23/1/2013
WVBBrJfU,XVKkHE,2,3.07,M,1/7/2009
tRgBBFjgd,BLUim,9,3.05,M,5/12/1997
Cju,bnv,11,1.17,M,21/4/2008
uhosNYR,gXsJdlV,2,0.62,F,6/5/2003
ocF,ExQROEO,4,2.04,M,6/12/2000
Llnj,qGLjKO,3,2.48,M,3/12/2013
GTPAyo,otMXV,4,1.66,M,17/2/2000
dZlJe,MhFgjRyr,5,0.82,M,11/9/1997
fIcm,UY,12,0.32,M,18/6/2000
BcB,fOZoMFf,7,2.37,M,16/1/2007
enEoC,RtFVbQZGZR,2,2.66,M,22/7/2014
WXMGI,hSLyK,5,3.74,M,19/2/2009
niQBH,pUeBo,1,2.59,M,14/7/1997
nYHMwZu,IDeWxOoJb,1,0.03,F,20/1/2000
CxBTb,JZsHV,5,1.14,M,14/8/2000
JlOlwHtrw,YL,11,3.42,M,12/4/1999
JuvXbqJ,ZaFNMrLCJm,3,0.15,M,16/10/1997
ZrYQySOgTo,aq,12,3.49,F,21/3/2008
oLwIhob,YgynVG,8,1.56,M,11/8/2005
gIfsYUVvW,OIiJVpuxQ,5,3.41,M,18/2/1999
beUYRPwgUr,ZXX,3,0.1,M,6/7/2011
ERyILr,BYDcwf,12,0.22,F,7/10/2014
xnGGomEd,QTJhYefqC,8,3.92,M,6/6/1995
pEA,VjY,12,3.41,M,9/8/2005
blcSpTKY,cEbYwPJ,12,1.74,F,3/2/2005
Qkcwo,EbaHYAJ,1,2.22,F,13/9/2007
NOemrPZ,QTuUfois,9,2.87,F,10/11/2005
QqTxvutq,OAI,2,0.91,M,11/7/2002
OFDGF,Wu,4,0.64,F,15/12/1998
KoiAMGOHcy,MLUsE,7,0.15,F,28/4/1996
DNaU,qPyJk,4,2.57,M,13/5/2006
KwURae,sTJzGE,4,2.07,M,18/10/1995
AUUkbJNBJA,NORy,6,0.08,M,26/8/1998
FIUuB,PbKcJsmnn,12,1.43,M,14/2/2009
TdQII,rSAqRO,11,2.28,F,23/12/2009
avv,YNS,10,2.6,M,25/3/2013
wR,gjVjiCba,10,0.38,F,3/4/2007
CXe,jWGHAOWbQO,7,1.61,M,23/5/2015
szQo,wdErCiMu,1,0.26,F,19/12/1997
Npo,PJUFDMcT,7,2.88,M,26/9/2008
mKmSRCENR,Od,3,0.85,F,8/1/2013
cVweTK,QajDljVLwP,6,2.13,F,14/12/2006
Adt,YKg,10,1.68,F,10/2/2013
Ysjzh,pbyB,1,1.82,M,19/12/1996
USG,bVyls,9,1.68,M,25/4/2011
ZTZjj,Xz,3,2.19,M,24/5/2002
gRYTS,wJxStMRIVu,4,2.93,F,10/7/2010
OTSwRGzgVh,iZkutC,7,3.15,M,15/10/2006
yepa,UJlmsoYRIA,1,0.34,M,25/10/2014
XFz,vYGa,1,2.81,F,21/4/2007
ioVMfy,GlcXrGr,6,0.57,M,17/8/2005
TD,EeT,9,0.76,M,1/2/2003
evZi,PzomhOtI,4,1.04,F,5/3/2012
RwOdEWOb,vGtYvN,11,3.23,F,24/9/2015
hhHObxrh,JIHPuYNi,8,3.38,M,15/2/1996
oFLavYYgrX,sPAQTj,12,1.74,M,1/7/2013
biLhSHvzo,pEyks,4,0.22,F,26/2/2004
rNFncsyen,crBCxtp,10,3.22,F,7/11/2006
GjsRF,aWVirE,3,3.36,F,12/4/1996
CDQmy,XnQokzlW,3,3.79,F,21/5/2006
LDZvsmVCsM,sSkaieCiP,7,2.25,F,11/9/1999
dHy,ARvw,8,3.0,M,26/1/2004
KXoYQGUtm,nEDeRY,1,1.02,F,7/4/2015
KZR,gkSEiLP,4,1.19,F,28/11/2007
ukCKoN,AHTWFPpkr,6,3.82,M,16/6/2011
kntWLU,BgDKKsoMGS,6,0.45,F,17/2/2013
UEHvDHBZ,lsPsOFXEi,7,0.08,F,2/3/2008
RZeZ,luVSPiDNQN,6,0.46,F,21/10/1996
LcyRze,dnqHYlG,10,0.12,F,28/6/2013
qq,UsnM,5,0.86,M,27/7/2005
ZrKHmXSaHp,hKVpijKgvi,3,2.45,M,12/5/2007
Omop,pCw,10,2.48,F,28/5/2014
vCRFIGlKM,PzrGlRVb,6,1.99,M,17/8/1996
pUvZR,pDRTT,6,1.61,M,21/10/2011
ClO,kQdChvn,3,2.96,F,21/10/2006
YNuLWwO,mgaWAPW,8,2.6,M,16/1/2008
Rswr,sbEh,4,0.76,M,16/10/2006
gsBbtwxw,bmKIKlOXG,8,0.01,M,10/6/1999
PKzlyaW,kCWrEli,9,3.09,F,1/10/1997
qXZON,nVsoVSDixK,2,2.09,M,14/6/2009
ZAWAJ,rsmT,4,0.79,M,6/6/2006
LMpCbrLMA,idEKpbbJn,4,0.27,M,14/1/2012
Eb,NpOHEzzb,5,2.99,F,3/9/2010
kTLwDvhjGg,FLaB,3,0.37,F,18/1/2002
KQGHI,HkpWJRxISS,8,2.5,F,14/2/1999
caqINx,IScHoijFsN,6,0.3,M,26/9/2006
hRwTj,jgNPXe,4,0.4,F,10/12/1995
aJRm,rIja,10,3.54,M,21/3/2006
ZUvanwqEa,FvaqSPUtxc,5,0.04,M,1/6/2015
NKMO,gyCgCLKlZ,5,0.2,M,22/4/2008
XoTXbkGA,BfMGtUx,7,0.15,M,28/8/2007
afKcwa,phEsJCBC,11,3.62,F,18/3/2000
xrcVt,McPdcxso,9,2.51,M,27/11/2003
tWShqvreX,jt,4,2.41,F,19/9/2008
ChyJYGVeWW,MNAwAWa,11,0.85,M,11/4/2012
Go,yHeVW,9,0.78,M,5/11/2010
XWAcI,EMXJRClrvF,6,0.14,F,10/10/2011
pBTjKP,dBufNLoEh,7,1.29,F,17/10/2003
XvGmUBBn,npxnHt,2,1.53,F,7/4/1998
oME,ZBUrCw,8,0.99,M,14/12/2002
lGWw,yGrx,10,2.64,F,18/6/2000
PiX,rZWc,6,3.99,F,4/2/2011
AQdhzITBgZ,uDnRkfiVLX,6,1.96,F,28/3/2004
so,jZzdDZwBle,2,3.68,F,10/5/2012
AAtyA,UQvvcmckxA,1,2.71,M,6/2/2011
hxDIc,sWtobA,10,2.91,M,21/10/2013
SL,PPdF,9,3.22,F,12/3/2014
vLUz,hfr,5,1.81,M,15/9/2012
ZQZMzVTTC,xjfsrfTcOT,9,2.09,F,4/9/2013
SKCNHBLzS,sOmeuYu,12,2.19,F,25/7/2006
qV,KdJaSo,10,2.61,F,5/1/2015
IiOSJEqlB,YZiPBL,7,3.48,M,7/2/1996
EVS,IYXTSaF,3,1.55,F,15/1/2009
hrdYTCjU,tS,3,1.0,F,23/7/2002
OZyybp,kyvHVCiko,5,1.22,F,27/10/2008
jo,qhIyySqTIh,10,2.47,F,9/3/2005
Lec,sDttg,5,1.06,M,18/2/2014
SO,rK,7,0.69,F,19/12/1997
UhnrYFK,emzTOV,12,1.39,M,3/8/1995
uymc,noimlvTm,4,0.07,M,23/8/2005
cMnAohPJt,Hsu,1,1.51,M,10/6/2009
tLQ,ju,6,2.31,F,1/7/1995
dky,OKzYAYLkC,2,0.42,M,22/7/2010
PcbcDQNDfR,PEBDAyyNH,5,2.98,M,6/3/2008
HHPlhQeXUl,LzpNkcDs,11,3.19,M,1/7/2011
Of,opyG,9,3.71,F,26/12/2005
yHFcgwitGh,Bc,5,2.29,F,9/4/2004
IjauVUX,DEq,4,2.15,F,21/11/2011
kvaqMbrcUO,pecbyH,2,1.5,F,9/2/2001
xXDcQIsC,bVRG,9,2.54,F,8/10/2003
broI,FbMtHpuju,11,2.51,M,7/1/2008
AHnB,PyJITMuIvj,5,2.9,M,27/2/2006
whPxmO,ZJtHJ,11,1.83,F,24/6/2008
mcI,WrxhqwaqX,1,1.88,M,6/1/1997
siUVOScNz,ktOCOS,4,3.84,F,10/8/2011
Wcyn,Vc,11,1.55,F,14/8/1999
TnhTxTThVX,aPpOQuAGS,9,1.74,M,5/9/2010
LxuANfO,fve,3,0.34,M,13/3/2009
Gby,pvvTEi,8,2.3,F,17/5/2013
wags,gQGOirzRk,3,0.41,F,6/10/2007
Xsqyijkxo,GGwQY,10,2.17,M,27/1/1999
nbmnOf,aSoFJ,6,0.38,F,14/6/2012
pAbVWNdwk,ai,8,3.57,M,25/8/2000
HxpJXAALd,tUMxaKNdQ,1,2.26,M,27/9/1999
cDgMFr,xszq,2,3.08,F,10/4/1998
Ia,zToqzLaNM,4,0.83,F,13/1/2003
yF,zizrNzlMXc,11,2.24,F,18/8/2008
KfmD,KhaREg,12,1.8,M,17/12/2012
yuMAVZw,BmaMJE,11,0.28,M,10/6/1995
tLk,hlsCTr,4,2.44,F,2/5/1996
ho,zqqfHIvLxZ,8,2.93,F,21/2/2010
ZFFadA,daCMv,7,2.59,F,4/7/1998
NqqMp,AAvepvbMw,4,0.92,M,2/2/2009
TZ,XHCfGt,4,1.73,M,17/4/2004
gIIlIt,qqKbGvRO,6,2.48,F,22/10/1997
QkpyHLTjj,qXVADOfiC,9,3.37,M,7/8/2005
By,WfAmsOs,8,0.35,M,4/11/2001
tQ,ljIGBYMUQ,9,1.19,F,28/1/1999
uxYOezbOhE,QXzZ,11,2.78,M,13/4/2008
YKwfqf,rX,2,1.79,M,17/8/2001
HwhQAHl,MpGH,1,0.01,M,21/11/1999
MeFWrVFHa,wIyQBRnLuV,1,0.76,F,28/8/2013
faPfPABUkS,xYHnUFVVjo,9,1.37,M,10/4/1997
HdfIDhUoyU,nH,1,0.31,M,4/2/2009
uB,xIcRygj,7,2.27,M,11/8/1998
FMEkvaVXVD,gp,7,2.79,M,22/5/2004
HUFqY,zNmHGHr,10,1.57,M,24/2/1997
ykN,xArgtrHbby,3,0.7,F,10/5/2015
ckQeZf,TPFn,3,0.88,M,17/10/1998
zGepfFkgj,cka,6,2.79,F,8/5/2011
zoK,Iz,3,2.61,F,9/4/1999
its,CwfegO,11,2.91,M,3/10/2003
xgCLVaBc,HmGvAE,7,2.35,F,26/3/2009
