first_name,last_name,grade,gpa,gender,date_of_birth
HjfLfjs,NFCXC,7,0.83,F,17/8/2000
pGknL,arrf,6,3.04,F,24/4/1999
EmbjochQYd,SVTQrruTM,10,1.7,F,17/4/2000
eOVzLxBx,GYJguijX,1,2.88,M,27/3/2004
ZmMiFKhGys,XvzLG,3,0.31,M,13/6/2012
vOvyoS,TAQFm,5,3.01,F,27/7/1998
fRE,xyYDDvyw,2,3.68,F,16/7/2008
LcZXjSNkgP,ZmrZeWE,5,3.68,F,3/12/2000
FJm,nTLYT,8,2.3,F,24/12/2014
orhSWyDyg,Xu,9,0.12,M,22/7/2008
NANqLa,yuGgHM,10,3.72,F,7/2/2011
uYEi,zHD,10,2.41,F,2/5/2006
GLzqm,rIA,4,1.8,M,5/5/2002
Sr,VwvsE,11,2.55,F,9/12/2009
IpwhWZEl,VEpDhjcj,2,0.76,M,6/8/2010
xdHNE,vBZbHiy,2,0.75,F,27/11/2014
IJlXtRX,DZEfvUcG,10,1.97,F,5/9/1995
kOFQCJC,dYwsqwmV,2,2.79,F,16/2/2008
jkulh,rxCi,8,0.93,F,11/4/2005
czOgB,kgAUs,1,0.7,M,8/2/1998
XhSJLryb,BWooIXxQM,11,3.69,F,1/6/2013
HbcCGTlv,FtSSCPvx,10,1.76,F,26/5/1996
zLWw,pFxkij,4,0.95,M,2/1/1995
XoFq,AypsfwNywv,7,3.32,F,15/3/2011
MKIxfoFFF,uAqhQerY,2,1.19,M,16/5/2002
Ll,mA,7,3.85,F,10/2/2012
rEmvBvhj,RpEUSdjP,12,2.12,F,2/8/1996
jRJcHQxdBm,pEQSGi,9,0.26,M,22/8/1999
uxHXT,XcSoIQxT,2,3.67,F,16/7/2013
mcmMoA,cBxsI,7,2.66,M,11/11/2013
DJFDA,ZrxECXVs,9,3.58,F,21/7/1998
KEtdMkUktJ,plMiENMVi,12,0.01,M,16/11/2008
TJtJRmv,YAXc,3,0.68,F,21/9/2009
WAXZP,YWjpF,8,1.56,M,18/3/1998
uT,aPr,4,3.6,F,28/9/1996
VNyxin,zvCG,3,2.06,F,12/7/2005
RFaiuxfE,eaDx,1,1.97,M,9/11/2014
NmVQAHVlY,TBviQdTs,8,1.52,M,22/3/1997
kGJzm,Ei,7,3.43,M,2/11/2013
UssIdEegh,nOo,2,3.8,M,15/8/1997
ynZgNZU,xvPG,6,2.5,F,10/7/1999
lXAguDui,GuhRLIATSj,10,0.58,M,10/9/2015
vwCDWMi,aTD,9,2.08,F,13/4/2010
PlCvXZgtB,mdiSmi,3,1.91,F,7/1/2015
maEyyAumM,ESJHIvTKEh,11,3.37,M,27/7/2005
qNKbrRs,KQVQBWa,6,2.49,F,28/2/1998
LytBHSnA,hCwnbx,3,1.83,M,10/10/2010
NDTK,Znbbo,3,3.01,F,3/9/1998
aUHRr,bCl,6,1.81,M,16/2/2007
RiPaC,rnW,6,1.38,M,17/11/2005
xnpojXrg,Xr,3,0.67,F,9/5/2005
mbGu,UMrxvO,10,1.94,M,25/7/2013
omwKfW,mEeOBNTuyy,6,2.33,F,28/8/2008
dAjPc,bGHox,9,3.52,M,1/11/2007
QTjSpGEnn,GqHiNqlA,2,2.19,F,25/8/2005
YwbSZq,tN,4,2.83,F,8/8/1996
SuoiI,bQ,5,1.34,M,14/5/2013
Lkvp,gd,1,3.41,F,23/5/2013
Yb,HoAvtb,7,1.72,F,17/11/2002
mmbItJe,oAAcgOs,7,3.33,F,19/8/1998
llFNDRi,yzd,11,1.92,F,21/1/2014
SSqrrngxLL,GMK,7,1.27,F,28/3/2002
BCgWX,xd,5,1.59,F,21/8/1995
kIbfLKBymZ,OXt,1,0.8,F,25/10/2002
nrsqZvW,gI,2,1.85,M,27/5/2004
IAQbspLL,nmuNZLfl,10,0.08,F,2/2/1998
ILiz,bUVn,8,2.4,M,11/8/1995
TEzULNeK,rqLqt,1,2.14,M,14/1/2006
tP,Zkbmvedei,7,2.32,M,11/5/1996
pNvLFaRZL,lXD,1,3.77,M,9/7/2009
UPpnlmbjQ,uNdR,2,1.62,M,17/6/2002
SrjKUoH,kgJfXPvGHX,8,3.25,F,10/2/2008
eOneijLupX,DmSt,5,0.67,M,10/12/2008
lp,oW,3,2.01,M,13/2/2007
XOtwu,ZTKfII,9,1.38,M,19/8/2009
DbkrbRK,dOKd,3,1.06,F,19/12/2006
MmkAhv,MPwwyqrqVT,4,1.98,M,19/9/2003
PO,bRmTBWvVa,10,1.9,M,3/5/2007
RLQbFEnj,SHNmpCpPuc,7,3.8,F,22/3/1998
ti,imejoIe,1,3.26,M,11/1/1995
jiUmLmC,bdFYv,9,1.26,M,22/7/2013
XGNJqTgJ,FELs,5,3.08,M,16/5/2008
sA,zq,8,2.4,M,25/4/2009
PqTytyPrH,RoBETyJ,6,3.8,M,4/7/2006
tFXWzCAmM,JflH,1,2.04,M,5/8/1995
QyBeGVzURW,xKpmM,3,0.36,M,2/7/2001
wQhjKtcDnB,GfloEp,9,2.06,M,14/8/2006
hMI,iRrm,10,2.91,M,25/11/1998
ihjBY,pDVfOsEUGv,3,1.73,M,6/6/1999
yTXxWUfs,vpQqGtZ,6,2.56,M,17/5/2015
QWBcYWx,SuOMigAfkG,1,3.3,M,23/1/2010
zU,BMwDMRGao,4,0.71,M,11/9/2005
khUGR,DCYcehOug,2,1.79,F,11/6/2006
Th,sCEVGFMn,2,1.94,M,16/7/2009
xELJd,JsOwS,1,3.34,M,15/5/1995
vXdSA,maWRDWkq,4,1.88,M,4/7/1997
vlG,IjfrXEIK,6,0.4,M,21/12/1995
wz,iA,6,2.34,M,18/12/2001
dRCOdaI,WXuE,9,1.22,M,7/1/2015
DNJ,CGiNJNLrbe,7,3.33,M,24/1/2014
ew,aEEuRzGlp,1,2.08,F,22/3/2002
lPjTZCbCZM,vBbBRKEe,4,2.37,M,15/10/1998
UzSTngzXdy,TBILJ,2,1.53,F,9/5/1999
cmYb,BidsSqQ,9,2.73,M,8/12/2008
OMEmR,oRf,9,3.42,F,28/3/2008
yLePkaworZ,pjmmcJ,11,2.78,F,28/4/2007
DH,ekPYqksfN,4,3.92,M,13/11/2002
cetlgOG,DeqxAVWgfi,12,2.14,F,3/3/2009
ctPJu,BN,8,0.48,M,26/9/2010
fAYKW,mbhzbYQXe,9,1.44,M,2/7/2008
BszzJ,LFsWOVeB,5,2.39,F,27/10/2010
Ss,fSj,4,1.63,M,16/9/2010
GgoziOzt,suVGJ,4,3.96,F,28/12/2012
IgTRouLU,mNRrvshqo,9,2.49,M,25/3/2013
xwDncBAawi,LSFfiIl,8,3.7,F,2/5/1995
REP,kr,6,2.65,M,22/7/2008
JCnaFXBjK,SjtubPuNc,2,2.5,F,21/4/1998
HXWKyvytdF,OMrsRQoj,9,2.8,M,8/1/2002
eceyVdPXtS,TtuQ,1,0.15,F,2/2/1998
CsmIdPU,DFqP,2,1.6,F,7/9/2011
lqHzvcg,XDzSlXJy,2,3.93,F,10/12/1996
WPcxlJx,gaulJ,8,4,F,7/1/2000
WBwV,SWoXHsqBjI,5,2.52,M,23/1/2005
bsMRCDBcy,WSCYOZHi,4,0.88,M,13/10/2008
ZSyMuVo,FwhEb,9,2.66,F,18/6/2007
Gv,BVUQ,1,2.31,F,5/4/2012
aZXAQ,pW,4,1.42,F,13/2/1999
gCPyLLK,bZyGWnF,3,2.33,F,28/6/1995
pIFy,EsQzvBZ,3,1.91,F,1/1/1997
bTRBLjNc,Oehey,12,3.91,F,2/9/1998
GfqBS,Kh,7,2.15,M,6/6/2013
QbHE,rYG,8,1.9,M,3/10/2001
Tj,ZtrQF,7,1.19,F,12/5/1999
BTnd,UFYI,10,1.04,F,2/10/2000
OdT,JLXte,3,0.32,F,17/1/2007
nuvLw,tqlcyq,2,3.9,F,23/9/2009
UX,XRwdwmFJ,10,0.65,M,16/10/2002
Ngown,GcL,9,0.82,M,20/7/2010
OxPetfW,msbDv,12,1.78,M,25/12/2009
AP,SPXjVAHRTJ,2,0.11,M,3/2/1996
QzddAlVd,qChfrFou,4,1.89,F,26/4/2003
rkqIowCikh,AniiUYlHK,10,0.81,M,11/5/2010
PkcE,lXufBFAJXj,11,1.69,F,5/1/2015
CS,fOuvtcVQf,1,0.6,F,3/4/2012
vlULTIm,JOpnipZi,6,1.79,M,5/9/1995
Gspg,fh,10,0.92,M,7/9/2008
pppfDNkRiO,HXkMHpNiE,5,2.31,F,13/4/1999
WUktwAjPDw,uQnPI,1,3.77,F,9/10/2001
WNpqBqAR,xcEBn,8,2.86,F,20/2/2009
QwZThYqRWI,PF,8,3.44,M,24/7/1995
irYDN,QDEnrPvuW,5,2.95,F,4/12/2001
BFucEIPFg,EjIpK,12,3.9,F,15/5/2000
GZryM,DNkjeUM,5,2.42,M,28/4/2006
Sw,xZaIu,8,1.52,M,9/3/2015
dQCOCZHMz,dOPasqrAs,6,0.49,F,2/8/2001
CGBgZC,XVCJlbe,5,0.56,F,15/3/2007
Zl,JxP,7,1.77,M,13/1/2007
hSvhi,doTuz,5,2.89,M,24/7/2006
qjQgBeCXJy,sleJwcovxo,11,0.08,M,23/2/2005
rmKcW,aVqruBdHuP,3,0.44,M,9/5/2003
xA,AGPeOUVnL,12,0.88,F,15/9/2005
Jm,yYQAn,3,1.05,F,9/2/2000
yuiZK,UNVGG,9,3.92,F,3/11/2010
nG,mPJSktq,12,2.64,F,11/2/2011
WwqbBB,fnRs,11,1.29,M,2/7/2005
vhFfbtONm,bl,5,3.79,M,8/2/1999
mP,ppEVKBmL,8,0.27,F,8/3/2007
oFEysSnr,xarTLrxypf,8,1.23,M,19/12/2014
HmiwscsnE,vfHMCf,12,3.31,M,13/12/1998
YH,BFIlh,2,1.12,F,23/11/2011
Se,UPGrdpNO,11,1.95,F,20/12/2015
juzbVFs,wTjkwzdJ,9,2.69,F,23/4/2008
gQhnV,nswMu,11,2.16,F,13/12/2010
Pnnsri,sJH,5,3.43,F,2/11/2000
BbAgSo,SCcNJKEJlf,10,0.87,F,1/5/2007
dxrJy,YYkXgTfMTB,4,1.02,M,7/4/1999
PEed,FDfZXJG,2,3.13,F,25/4/2015
MhSUcJM,PpSdx,5,3.19,F,9/1/2015
vjv,ywAx,8,0.6,M,14/10/1999
FimEKa,Ap,2,1,M,8/2/2007
YXdHkd,zB,2,3.2,F,10/11/1998
ElPdNy,MXvQVXlm,4,2.91,F,12/4/2005
ILSnk,EycUHFCcmq,10,2.88,M,18/1/2004
oRuWK,flkVjN,12,0.31,F,1/8/2007
MFmhZ,ErgQ,11,2.63,M,25/9/2011
zfGVNV,CqsUIGGZ,3,0.06,M,17/8/2013
xpESwe,yWlpzOpccL,12,3.01,F,14/5/1999
LbVdw,SgSpXGRL,4,1.72,F,21/9/2011
YnRhZrNWxe,Vkew,4,2.14,M,4/3/2006
APHyXW,fe,2,1.26,F,21/4/2004
eLIxvIVYH,qiDiswmjKW,11,1.1,M,4/12/2004
EqwOFoij,sdxlLOlU,3,2.52,F,17/9/2005
Gp,kUOyVDcDOl,6,3.31,M,19/11/2000
YFlwsjuAk,vVieJZMlIG,7,3.15,M,27/5/1999
fwlHx,UJXOlf,2,2.25,M,24/3/2007
oIdTw,jqXrq,10,1.62,F,27/3/2014
ae,Pc,4,3.91,M,19/4/2015
xDDtlnso,ItrteQqNt,7,2.3,M,7/4/2012
kr,vHOczWiTH,2,1.99,F,13/6/2013
cRqGcPit,BIMNrkSh,2,1.25,M,3/5/2012
WzHtpWcmyt,iaidgC,4,2.52,M,11/5/2013
Ho,SsPaN,7,1,F,28/5/2006
xtlAgsdBkd,TqOvJ,8,1.26,F,3/8/2007
tUtWFAVk,GPi,1,2.6,F,18/1/1998
pBNGEeChO,oUWui,6,1.8,F,26/12/2005
LJq,mDZpdn,4,2.9,F,14/7/2002
ZjLXoR,YThaS,10,2.44,F,16/6/2011
sfgXlpc,euWvuPA,1,3.75,F,28/11/1998
BSXoM,pa,6,1.27,M,5/6/1997
EmuTbAYD,qYhNxNeO,6,2.3,M,18/4/1999
tkHxTcV,phSDqLo,1,0.03,F,14/11/2005
XChXGSf,beHAdb,7,3.56,F,18/1/1998
kvKJkrvaip,WPMwzADIw,8,1.67,F,18/2/2015
lnaVHSK,xFcbY,6,1.32,F,22/1/2002
MPB,xPvnM,3,3.41,M,13/11/2001
gmYxkyH,kMkfAGXn,12,2.3,F,7/5/2010
dndmLwfX,wd,4,2.75,M,18/3/2000
ZzDs,hvhSsR,10,3.55,F,18/3/2002
ZaPS,Cmpskqx,8,2.45,F,17/8/2006
qWzihrp,IN,7,2.34,F,23/9/2009
MWaOpeyQZ,GBh,7,1.26,M,3/12/2015
lFcL,CKEY,1,3.56,F,10/10/1999
twcngDU,oxFwmjB,9,3.81,M,14/11/2000
EDFVtDMw,jY,1,2.01,F,8/2/1995
VM,NnWqWe,3,2.08,F,6/10/2001
FczerjXW,Jd,7,2.53,M,13/1/2013
yyu,IaTkV,6,1.84,M,26/12/2000
wfY,EgYMGPyy,5,2.82,F,7/2/2012
IOdGbk,Klu,1,1.02,M,17/10/2015
gIBogMY,TXdmVYA,8,1.11,M,6/11/2015
mILoD,Em,10,1.33,M,28/3/1997
VIwWVt,giV,10,2.97,M,14/7/2010
bAfzdYV,HVbCDPIozX,11,0.76,M,7/10/2001
DRk,NOOhU,1,0.64,F,2/11/1995
phQVDlpR,dizpl,3,3.52,F,23/12/1999
RlbWCRVNN,yB,10,1.44,M,27/4/1996
HLd,YjMZDr,9,0.48,F,26/3/1996
OW,aYXfXdqsbI,7,0.03,F,12/12/1999
JfCLEzpqj,XaQKIBqI,8,3.94,F,15/2/2001
PYxrWk,tmINx,11,2.84,M,13/11/2001
zi,oDbkFTPjm,1,2.04,F,12/4/1999
smTDCv,IfRdJdE,10,3.26,F,24/3/2005
JOcWxu,LMwfPwK,4,0.65,M,28/4/2008
muh,HXkTAEA,5,1.49,F,14/7/1999
lgkAbj,bMwNWy,10,0.61,F,16/11/2000
lWtZa,ZEYJCMUq,10,2.03,F,15/1/1995
PxChEXz,OgOogc,9,0.27,M,10/12/2000
nNg,CGVjZqBs,9,1.29,F,8/2/1998
TnTQsrzTIH,Xlpt,9,3.96,F,13/8/1996
bbjxR,cMXVViEz,2,0.9,F,17/10/2003
ZtKRExyzk,OzX,11,0.44,F,15/12/2008
PmDxhGcZT,XTol,4,1.16,F,6/6/2005
ZPU,JUx,3,1.25,M,13/12/2003
WxuGMgpe,VV,3,3.1,F,26/6/2015
FKMrd,eta,11,2.61,F,10/9/2008
DOx,IGVqkaw,10,2.86,F,15/8/1997
dP,eK,3,3.03,F,3/10/1995
IvXyTUYvn,vrURmYQ,11,3.63,M,26/7/2006
IyEy,lpUWDXsrQ,7,2.85,M,28/12/2015
MGvFQTkHj,SNWz,8,1.38,F,19/7/2012
wKj,eiE,8,1.02,M,24/3/2003
ouhJwr,yV,3,3.55,M,16/8/1998
qFQwnssOE,rCNWyoI,3,3.53,M,14/8/2005
AnytlgSpqr,KRr,5,3.8,M,21/9/2001
PyAZX,FlPN,12,2.08,M,15/9/1995
RIACMTWigU,yWVEkoCNE,7,2.96,F,25/3/1997
Td,TLCyviwvx,9,1.66,F,12/11/2015
RtuRzBbSr,lfhV,11,3.12,M,22/1/2015
yz,fkEV,9,1.07,F,9/1/1997
gxoPeJpHD,ClPYiq,3,2.23,F,10/4/2012
hGbAWlY,SyXtxBoC,9,3.22,F,1/8/2011
NEiMLix,dP,7,3.28,M,11/4/2002
TfWJXb,zUPxHVtuTB,11,1.81,F,9/9/1999
bisTBiadHo,XFxfvAt,1,3.1,F,5/9/1996
jyufacdg,cHnXdkzKB,12,3.65,M,8/1/2009
JFCGfuxD,JVoiAkGKM,11,0.35,M,28/10/1999
aPXCIGTutT,DQPFbyMGDR,12,3.3,F,15/6/2002
JtanNxxu,CJORo,6,3.13,F,8/8/2014
nJnSaBJT,DyHEhW,4,3.32,M,14/1/1995
CaRRYO,GMBDCtHsD,10,1.82,F,21/12/2006
VGWbV,BE,10,1.4,M,18/9/1996
JQEFTcMqq,gnkp,1,0.74,F,10/6/2013
nlJccMdDZi,fxwAjAHLd,2,2.31,M,13/3/2005
qL,wrFGiNgdD,4,1.68,M,5/2/2010
fUQzl,EF,4,0.66,M,15/10/2013
FhuWAB,AMY,5,2.53,F,19/7/2007
GLVOVpXpG,ntKrVfJEL,12,2.02,F,27/12/1998
WnXCS,vWUy,10,1.15,M,7/10/1998
qdUQSSIbyj,WFXEJUdyP,8,2.1,M,12/11/2004
eXbjUwkozO,IBjPbUH,1,1.25,F,23/7/2005
KUXqE,ca,3,3.76,M,9/10/2001
rinwMFH,eAxaPeyAaE,3,3.73,F,20/5/2005
OSlfTcC,RrROuj,9,1.63,F,23/7/1995
UyivtgQn,dGuGFhqXFm,4,2.7,M,18/12/2013
lNO,obm,2,0.06,M,28/12/2001
ArYuIvQdmg,nfjn,5,0.4,F,16/3/2003
eFR,MQtYiySOj,12,0.12,M,23/9/2012
DggfOTtQx,UBbaWb,4,3.16,M,27/10/2014
KfhTZ,mBNjrG,5,1.17,F,17/2/2012
iMqlWLIlu,DDh,6,0.57,F,24/3/1996
eUgCu,HSoNWa,12,3.81,F,21/12/2009
tvKsxjyv,lpYAyNiBgS,3,3.84,M,19/8/2007
mqCve,WpLqV,12,2.96,M,17/12/1995
EHWhl,wlkYNFNhI,6,2.08,F,17/9/1997
hfmDjEZ,nFmqz,9,1.4,M,14/9/2012
vyBJnzGX,oVOlshc,9,2.08,M,5/10/2000
UfzKaO,EpTAw,5,2.03,M,26/6/2007
oi,os,3,3.82,M,27/8/2003
EgTZrugi,yq,3,3.75,F,23/5/2002
nR,oBeBWYkrOC,10,1.23,M,18/2/1998
XUzEWoEy,ee,1,3.42,M,12/8/2014
VeWDyclx,jVMqYUtOU,9,0.73,F,2/3/2006
aTtShwc,fNIt,2,2.42,F,27/1/1998
Krtxub,mUzpsIdL,10,1.49,F,16/3/1996
iumllQpe,Ol,8,3.48,F,22/12/1998
XzXycx,xnKHqWSwL,8,0.82,M,7/5/2003
FaZCuZw,lvbpl,5,1.18,M,27/12/2015
XklPNBFbU,Zyxpmgl,1,1.76,M,20/8/1995
FtBaeIac,baYZHa,3,0.01,M,12/5/2015
vd,gIbccKt,5,1.33,M,12/11/2003
tCjVhL,GLeg,10,2.38,M,18/1/1995
XTGTMJjxOe,jalBedzw,4,1.98,M,18/5/1995
EvUss,ofV,2,0.3,M,9/6/2013
yfFUSf,ferF,4,2.62,M,21/10/2007
LoTeywWoQw,Xe,1,0.28,M,1/6/2009
mEkz,PDjTq,12,3.94,M,5/8/1997
bm,SFl,10,0.29,F,12/10/2011
mwa,jM,4,0.79,F,2/7/1997
gvV,RftyBpE,6,3.71,M,18/2/2015
brHavhl,cHD,1,0.59,M,27/1/2006
RHOBpdQ,jvRxh,6,1.91,M,19/11/1998
jrGihle,ptQVLfa,4,2.07,M,24/4/2002
JvP,PnMgxnlcEJ,2,3.16,F,19/10/1995
DxcznL,cRSpZJ,4,0.63,F,23/6/1996
flRKyOJApx,iMHSwViOwj,7,1.27,M,2/9/2004
vDdeYS,xRu,8,3.32,M,19/3/2007
rqAxVgyip,eOhDDWnD,9,3.68,M,4/2/1997
Fa,BDrgw,12,1.71,M,24/2/2015
VnoouRAPkH,jjDbDW,9,2.28,F,20/4/1996
XpJe,YJRajI,9,2.94,F,27/1/1997
ykuPuvUmL,VpJR,10,0.77,M,5/9/2009
Gix,gliaWAoeF,5,3.77,M,11/2/1995
BWentpB,CgAcsuRVM,1,2.7,M,25/5/2008
GgtqLgqteh,UtTSL,3,1.76,M,6/3/1995
nFZYf,OrKdgSaZeF,6,2.12,M,17/4/2004
gRCPqxoPXW,tMcZirSvb,7,3.98,M,25/2/2014
zMOF,YyfrDP,10,2.24,M,14/10/1995
zdp,SqHvLeCe,3,2.54,M,12/7/2007
zzs,JVrflokB,5,0.37,F,1/1/2008
SQw,SWEN,7,2.21,F,14/11/1998
MDbTKoMs,OIYmm,12,0.22,F,28/4/2000
dTJiPUxCb,HhLzahZ,11,0.25,F,16/7/1999
NEJ,ykRp,3,2.62,M,13/12/2002
WatStZvOx,VgIUOhf,2,1.76,M,3/12/2009
mnM,XJN,5,1.15,F,11/12/2015
fb,YV,10,2.34,F,19/5/1997
KZ,eUW,8,1.42,M,13/3/2005
DrV,ZtWrUy,2,2.78,M,16/11/2012
he,mQ,1,1.96,M,23/6/2011
ifdHVQ,ohQFFffSNx,10,1.29,F,7/8/2012
zdkS,sIsudO,2,1.6,F,18/4/2002
JLGosvhYw,UTN,1,1.42,M,11/7/2012
bNwONWRi,icegOL,2,0.45,F,27/8/2001
qLPXSkfKsc,HwNuncBkI,2,2.2,F,16/10/2005
FtAc,pFIPmq,8,3.79,F,14/3/2015
KdEZshlgs,SG,5,1.42,M,10/12/2013
JjoO,PtuV,6,1.41,M,27/11/2007
Uvjw,iUIcbSNmDL,8,2.83,M,1/9/2010
bb,vXwDrBTw,12,0.41,F,23/7/1999
JFYyxlSdrY,pBXOAxjQp,1,3.74,F,22/1/2008
doXyMEWil,uC,9,2.88,F,3/5/2003
lBbWwnhb,YlpUjb,7,0.79,M,26/3/2008
PVs,mrl,1,2.28,M,4/1/2013
Qyp,vOaLH,9,0.85,F,23/12/1998
emPlAE,SqPaECZ,12,0.47,M,18/9/2008
ZbZwWK,fVPuIAlK,12,0.13,F,23/9/2000
rHdOIzftBH,phXgxgroaA,1,0.86,M,3/9/2006
XbWm,dMqCg,3,3.59,M,2/9/2001
SS,ogkUUpflC,7,2.43,F,22/9/2014
OlsMDxxcqq,DRwfXaqmLI,6,3.04,F,17/6/1997
VHvBJbckD,BMS,5,1.79,M,14/2/2005
TQLqIym,nYCeyxHkOb,9,1.95,F,3/11/2010
PXEJwDA,DaxfCaLlFO,12,1.99,M,23/5/1996
yLXMAaNIj,wKBp,10,0.11,F,25/11/2001
fTmamEIR,wmS,7,0.72,F,21/12/2001
wRYbZmw,YgOHwKkU,3,2.99,M,1/4/2009
Immc,OIIK,8,2.29,F,10/9/1997
ekRvd,vg,8,1.86,F,15/2/1996
fTjqq,eFUbzFdHS,5,2.42,M,25/5/1995
eDSI,DnwWjv,9,2.84,F,26/3/2009
XgrhuV,cYzDBwr,11,2.06,F,23/8/2015
vhxxKva,YIVh,5,2.54,M,22/4/2008
ZsetlXEHWo,ro,5,2.19,M,22/12/2006
CZyDTL,kSf,5,3.71,M,15/1/2001
AaBszk,FLzsqdA,4,2.35,M,9/3/2006
mDscMpL,VOjzQr,6,1.2,F,15/8/2015
IEKyfDHBY,FlWbbCSFG,2,1,M,13/5/2000
yqbOcReZVr,eFB,2,3.53,F,17/10/1998
uM,OEI,12,1.62,F,9/8/2005
fZLxabcLZs,xjwxD,7,3.87,M,18/3/2001
aq,AEjKcTCipp,11,2.37,F,28/5/2001
AckuZ,aZEsUKQ,4,1.57,F,22/7/2012
iBrcz,bVRMq,2,1.84,M,19/5/2003
gPukp,ZqxPPBKU,10,1.33,M,24/1/2009
bLteEQCZh,bMDpFMzD,2,2.7,F,6/11/2005
alHMPxyNI,WjQI,11,0.43,M,13/1/1995
GupxvPU,EbzvDTSfr,12,2.79,F,13/10/2008
eqIh,jp,10,0.76,F,1/6/2000
dtFPnQB,VdNfbr,7,2.4,M,25/1/2012
xPbTOsmQL,UgY,12,3.78,M,12/12/2009
KPZtOUljT,RK,12,1.37,M,17/4/2006
tgZkkIxFsp,PQnMNvuOV,8,1.49,F,13/1/2004
lxmZkz,HNJX,8,0.75,M,24/11/2002
ahNHvsZ,jOKE,9,0.77,F,11/6/2007
Aj,YtWBU,6,1.39,M,13/9/1998
LmkYpBN,rEL,3,3.76,M,9/2/2008
gPhSFcZ,aSOafukYzK,9,3.46,M,7/12/1996
nYHs,YCf,2,2.44,M,28/2/1997
rSLqbfEi,MfLLXRjvEi,10,0.09,F,26/9/2006
iKpAlHHfY,Sxzlu,3,0.65,F,5/8/2010
wAewWNR,HVBeQilP,4,0.12,F,19/2/2014
kGE,RpoZO,9,3.28,F,2/8/2005
sT,EP,9,1.75,M,22/9/1999
LpxmiHO,BWIdkYqA,8,2.18,F,16/4/2010
PfaswXMMG,bBDELJk,12,1.63,M,19/3/2003
yhZUbkAS,UfAnWZgRR,4,1.98,F,21/9/1998
IkAcKaNgo,SQyOXcGQYX,2,2.35,F,24/3/2008
JYKrz,JwUoX,7,1.2,F,28/5/2015
Hk,ZhdD,2,2.72,F,11/12/2012
oMsccEQGbV,XoXWRqOg,2,0.42,F,1/6/2002
eC,babzCw,8,2.15,M,20/1/2011
JQcY,XtcK,12,2.1,M,5/7/2013
anqPAYaByM,CxhMlZU,5,1.92,M,24/8/2006
SqAyoHwjQ,eRpubY,12,3.27,M,23/7/2001
gpNwxu,eLPcTSQPF,2,1.03,F,25/2/2010
Gh,EV,8,2.78,M,4/4/2015
aVfvPR,MEBnvHe,7,2.82,M,14/3/2005
aaViesBIjT,uuMkhvOcQN,2,2,F,18/8/2010
BUJ,lsySIQmr,12,3.52,M,26/9/2007
nMVO,TxD,11,1.17,M,8/1/2010
claNiAuHov,RlCtbLD,11,1.12,M,10/6/1998
BInp,YmRyquaktZ,2,3.36,F,7/8/2002
WNDRNt,aWfx,10,0.05,F,6/3/2004
UqQtnKeT,KqxaOzWawn,5,2.54,M,22/8/1999
bJUUsC,Xj,9,2.22,F,27/1/1996
sbpHBrtt,HS,11,3.78,M,24/12/2006
kqIp,AScmpu,8,0.68,F,13/12/2006
AmwEd,NU,8,0.02,F,27/9/2004
ysni,iaHAUqJyw,10,2.49,F,23/10/2000
UrsUDzlKZ,LhQXfCqkZc,1,2.7,F,3/3/2006
ClvlkvWqp,FSWPSx,11,2.22,M,5/4/2003
LSFApbrFKl,JZlkNiE,5,1.24,F,11/12/1997
qXRWIVeHk,WvVCZiTHj,5,0.32,M,13/5/1997
kCgVD,eJLJGJySob,4,0.14,M,27/1/1995
Lfv,kGgOws,10,1.74,F,15/2/1998
fERvODcQUH,uyfUJ,5,0.62,F,6/5/1996
hGQqoEnBd,gEYA,10,2.91,M,3/10/2009
lmbrF,HsWthBmNdP,6,3.59,M,21/8/2003
LYlSmok,legfTR,10,3.12,M,27/9/2008
CkAEO,QJ,4,3.37,F,4/3/2000
YcirYkcwK,gV,10,2.3,F,8/5/1998
ywxGqyIKK,fuXfObu,8,2.63,F,15/1/2007
BmxRjuOyb,MWepugW,5,2.08,F,13/3/2012
HgtL,bIgaxXBad,1,0.01,M,26/6/2002
mFD,dJtPNVXO,3,3.56,M,4/4/2003
kjyHhgzqZb,Hr,6,1.1,F,23/9/2004
jrJYHi,JreCqzFU,11,3.6,F,21/6/2011
IjjDWpH,wqRSS,2,1.84,F,16/9/1995
VaoJhBtRk,qIU,7,1.51,M,12/9/2006
mXo,aNL,3,3.47,F,9/8/2014
mmFQV,WI,1,1.79,F,28/2/2010
VW,CEQ,11,2.84,F,15/12/2002
AcZiQFNAV,NBGY,1,3.06,M,2/2/2006
ZkJnrZUX,FzdjbsVs,7,1.73,F,1/3/1996
NdhRMELy,wXIiaoLviz,8,3.6,F,10/3/2008
nwYf,tlrQ,10,3.76,F,6/1/1995
NKLqN,BGpDJu,7,1.08,F,10/6/2014
zdc,wKvjmhaUu,7,1.14,M,23/6/2004
ccMxZ,gFCkVlJHl,3,1.75,F,9/2/2001
ANCj,mZ,1,0.38,F,16/1/2007
GcV,FFRLnc,9,1,F,25/5/2000
yEil,nzQBAhTycG,3,0.34,F,11/1/2000
tAIdfQMLzj,mX,3,3,M,4/5/2010
zQjJeE,zhhJlCYbO,10,3.06,F,16/9/2006
zDVJFaLRKN,lrTDLWMD,3,0.83,M,12/6/2006
tkzPzQ,rkF,3,2.93,F,25/12/2010
Jb,XpKxutvpnG,11,0.82,F,3/4/1996
